,Dominant_Topic,Perc_Contribution,Topic_Keywords,text_pre,text,userid,textID
428,0.0,0.8963000178337097,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Catch a falling star and put it in your pocket. Save it for a rainy day.,"['star', 'pocket', 'day', 'fall', 'put', 'save']",2fba0f9dccc84f3516d8b553426af527,33509
429,3.0,0.8783000111579895,"love_L, see_L, know_L, make_L, feel_L, let_L, time_L, go_L, got_L, way_L",.. and i swear to this.. she felt like velvet. . . second blonde child. . . like velvet..velvet.,"['child', 'swear', 'felt', 'second', 'blond']",30fe31c62ef4fc67e70d98dc8efa190c,35380
430,11.0,0.8783000111579895,"take_L, care_H, unawar_L, play_H, know_L, game_H, thing_L, way_H, work_H, come_L","You keep your riches, ill sew my stitches.","['rich', 'sew', 'stitch', 'keep', 'ill']",30fe31c62ef4fc67e70d98dc8efa190c,35394
431,6.0,0.9627000093460083,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H","2 days ago,  **bobsnewline** I was having a look, in a book, **bobsnewline** and I saw a pictured of a guy fried up above his knee. **bobsnewline** I said I can relate, 'cause lately i've been  **bobsnewline** thinking of combustication as a welcome **bobsnewline** vacation from the planet Earth. **bobsnewline** Like, Gravity, Hypocracy, and the parrol's of being in 3D,  **bobsnewline** ..but thinking so much differently.","['day', 'book', 'guy', 'combust', 'vacat', 'planet', 'earth', 'graviti', 'hypocraci', '3d', 'look', 'saw', 'pictur', 'fri', 'said', 'think', 'welcom', 'think']",30fe31c62ef4fc67e70d98dc8efa190c,35400
432,14.0,0.7925000190734863,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",Im bout to close my eyes go numb. But there's a cold wind coming from- from the top of the highest highrise today. Its not a breeze cuz it blows hard. It said it want's me to discard the humanity. I now watch the warmth blow away.,"['eye', 'wind', 'today', 'human', 'warmth', 'm', 'bout', 'go', 'come', 'blow', 'said', 'want', 'watch', 'blow', 'close', 'numb', 'cold', 'from-', 'top', 'highest', 'highris', 'discard']",30fe31c62ef4fc67e70d98dc8efa190c,35402
433,0.0,0.9728000164031982,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","Just as Christ was a superstar, you stupid star **bobsnewline** They'll hail you then they'll nail you, no matter who you are **bobsnewline** They'll make you now then take you down **bobsnewline** And make you face it, if you slit the bag open **bobsnewline** and put your pinky in it, then taste it **bobsnewline**  **bobsnewline** Come on baby, light my fire **bobsnewline** Everything you drop is so tired **bobsnewline** Music is supposed to inspire **bobsnewline** So, how come we ain't getting no higher","['star', 'matter', 'face', 'bag', 'put', 'tast', 'babi', 'fire', 'music', 'hail', 'nail', 'make', 'take', 'make', 'slit', 'come', 'drop', 'suppos', 'come', 'get', 'stupid', 'open', 'light', 'tire', 'higher']",30fe31c62ef4fc67e70d98dc8efa190c,35415
434,12.0,0.4708000123500824,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Its driven me before, and it seems to be the way that everyone else gets around. But lately I'm beginning to find that when I drive myself, my light is found.","['way', 'drive', 'light', 'driven', 'seem', 'get', 'begin', 'find', 'found']",30fe31c62ef4fc67e70d98dc8efa190c,35418
435,0.0,0.9096999764442444,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","Some will fall in love with life and drink it from a fountain that's pouring like an avalanche, coming down the mountain.","['life', 'fountain', 'mountain', 'fall', 'drink', 'pour', 'come']",30fe31c62ef4fc67e70d98dc8efa190c,35431
436,0.0,0.8133000135421753,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","What? Evil genius? Who, me? No...... Haha, they'll never know.","['geniu', 'know', 'evil']",311b0b87ac6fec82011ed6f09f5f626d,35585
437,0.0,0.9404000043869019,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","i dont hate ya........i have to feel something for ya 2 hate ya! i might not like ya, but i only hate wid a passion and BELIEVE ME.......u and passion, dont mix! ya get me!","['wid', 'passion', 'passion', 'hate', 'feel', 'hate', 'like', 'hate', 'believ', 'mix', 'get']",320c7c0997ad8fdfd0fdf6ee1832c64e,35804
438,12.0,0.9451000094413757,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","''I keep on moving wid the lights on.....so come and play me just 1more song'' this tune is me when im out......dance, dance, dance!","['wid', 'light', 'song', 'tune', 'danc', 'danc', 'danc', 'keep', 'move', 'come', 'play', 'm']",320c7c0997ad8fdfd0fdf6ee1832c64e,36013
439,2.0,0.8525999784469604,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L",u light up another cigarette....and i pur the wine.....its 4 o,"['cigarett', 'wine', 'light', 'pur']",320c7c0997ad8fdfd0fdf6ee1832c64e,36016
440,4.0,0.9348999857902527,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",Been so miserable past couple months.......Wtf is dat all bout? Wanna get back to old me and last summer. In wid the old and out wid the new.......woooo-hoooo!,"['coupl', 'month', 'summer', 'get', 'miser', 'past', 'old', 'last', 'old', 'new']",320c7c0997ad8fdfd0fdf6ee1832c64e,36041
441,0.0,0.9096999764442444,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","These days, cant find a man to please me......no boy is on the level believe me' ;)","['day', 'man', 'boy', 'level', 'ca', 'find', 'believ']",320c7c0997ad8fdfd0fdf6ee1832c64e,36209
442,9.0,0.5349000096321106,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H",Rather ppl said nothing to my kids than false hopes. Its as if My kids are ok to let down or something. It aint happening again.,"['kid', 'hope', 'kid', 'said', 'let', 'ai', 'happen', 'fals']",320c7c0997ad8fdfd0fdf6ee1832c64e,36210
443,6.0,0.6000000238418579,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H",I Am The Prototype......,['prototyp'],357fbfc2277b866d8a997ecab062cbc9,37276
444,0.0,0.06669999659061432,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",There Something That You Forgot,[],357fbfc2277b866d8a997ecab062cbc9,37340
445,8.0,0.8133000135421753,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H",On The Count 3 Everybody Run Back To Your Fantasy....,"['count', 'fantasi', 'run']",357fbfc2277b866d8a997ecab062cbc9,37346
446,6.0,0.8783000111579895,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H",Man I Can't Get Enough.....Sumthin Like Chicken and Biscuits!!!!,"['man', 'chicken', 'biscuit', 'can', 'enough']",357fbfc2277b866d8a997ecab062cbc9,37359
447,4.0,0.7394999861717224,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","Let the winter winds blow your pain away.....Let the blue skies be your secret get-away, I got the anecdote to keep you cool. You should listen up because nature has no rules...","['winter', 'wind', 'pain', 'sky', 'get', 'away', 'anecdot', 'natur', 'rule', 'let', 'blow', 'let', 'got', 'keep', 'listen', 'blue', 'secret', 'cool']",357fbfc2277b866d8a997ecab062cbc9,37381
448,5.0,0.8963000178337097,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",{* I live for the nights that I can't remember.  **bobsnewline** With the people that I won't forget  *},"['night', 'peopl', 'live', 'can', 'rememb', 'forget']",357fbfc2277b866d8a997ecab062cbc9,37397
449,4.0,0.8525999784469604,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",I Promised You Guyz Cookies So Imma Make Them,"['cooki', 'promis', 'make', 'imma']",357fbfc2277b866d8a997ecab062cbc9,37407
450,0.0,0.8963000178337097,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Tomorrow tomorrow I love ya tomorrow is only a day a way...,"['tomorrow', 'tomorrow', 'love', 'tomorrow', 'day', 'way']",357fbfc2277b866d8a997ecab062cbc9,37460
451,12.0,0.46399998664855957,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",{* Bout 2 Be On My Way Home...Got A Lot Done...Happy 4 That *},"['bout', 'way', 'lot', 'got', 'done', 'happi']",357fbfc2277b866d8a997ecab062cbc9,37515
452,7.0,0.8525999784469604,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",{* I Must Be Sticky Cuz Them Nikkaz Got They Eyez Glued...Smh *},"['got', 'glu', 'sticki', 'eyez']",357fbfc2277b866d8a997ecab062cbc9,37531
453,14.0,0.6255000233650208,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",{* I Think Im To Nice....So Guess Wat If I See You Imma let You Have It *},"['think', 'm', 'guess', 'see', 'let', 'nice']",357fbfc2277b866d8a997ecab062cbc9,37554
454,0.0,0.06669999659061432,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Lucky For Me I Dnt Care...,[],357fbfc2277b866d8a997ecab062cbc9,37557
455,4.0,0.8783000111579895,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",I'm so outrageous I wear my pride on my sleeve like a bracelet,"['wear', 'pride', 'bracelet', 'sleev', 'outrag']",357fbfc2277b866d8a997ecab062cbc9,37561
456,0.0,0.7455000281333923,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Give Me A Reason Too....,"['reason', 'give']",357fbfc2277b866d8a997ecab062cbc9,37570
457,7.0,0.8525999784469604,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",I'm Not Sayin I'm The Nicest I Jus Live Life Like It...,"['life', 'nicest', 'ju', 'live']",357fbfc2277b866d8a997ecab062cbc9,37574
458,7.0,0.6000000238418579,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",Imma Take That Leap Of Faith...,['take'],357fbfc2277b866d8a997ecab062cbc9,37591
459,14.0,0.8783000111579895,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",I'm Jus Tryna Change The Color On Ya Mood Ring...,"['chang', 'color', 'mood', 'ring', 'tryna']",357fbfc2277b866d8a997ecab062cbc9,37607
460,7.0,0.8133000135421753,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",But Then I Realized I Gotta Believe In Me...,"['realiz', 'got', 'believ']",357fbfc2277b866d8a997ecab062cbc9,37655
461,7.0,0.8963000178337097,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",Tryna Draw Blood From My Ice Cold Fangs....,"['blood', 'ice', 'fang', 'tryna', 'draw', 'cold']",357fbfc2277b866d8a997ecab062cbc9,37691
462,6.0,0.7455000281333923,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H","Baby I'm Magic, Ta-Da....","['babi', 'magic']",357fbfc2277b866d8a997ecab062cbc9,37725
463,0.0,0.8525999784469604,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",At The End Of The Day Im Walkin With The Heart Of A Lion.......,"['walkin', 'heart', 'lion', 'm']",357fbfc2277b866d8a997ecab062cbc9,37749
464,12.0,0.8133000135421753,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",I Can Get You Through A Mighty Long Day...........,"['day', 'mighti', 'long']",357fbfc2277b866d8a997ecab062cbc9,37761
465,9.0,0.8963000178337097,"fuck_H, got_H, get_H, stay_H, girl_L, wish_L, mine_H, sad_H, song_H, gon_H","By pressing down a special key, it plays a little melody.","['key', 'melodi', 'press', 'play', 'special', 'littl']",36d598ce6ba72436b6757d7ef42b3ac6,38125
466,5.0,0.8525999784469604,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","It's cold outside, and the paint's peeling off of my walls.","['paint', 'peel', 'wall', 'cold']",36d598ce6ba72436b6757d7ef42b3ac6,38134
467,0.0,0.9404000043869019,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Sometimes wen u think ur losing it all and ur at the bottom; u jus gotta look up and figure the onli way out is to find a ray of light & follow it,"['bottom', 'figur', 'onli', 'way', 'light', 'think', 'lose', 'got', 'look', 'find', 'follow']",376cc1797a7cbb41a33c392044fc2794,38151
468,2.0,0.5364999771118164,"night_H, cri_H, lone_L, end_L, life_H, take_L, song_L, run_H, seem_H, go_L","This dang cold aint no damn joke, but shyt still gotta get mi hustle on 2morro so im out...","['joke', 'ai', 'got', 'hustl', 'm', 'damn']",376cc1797a7cbb41a33c392044fc2794,38153
469,12.0,0.9096999764442444,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",They gon hav 2 hurry up wit dis stupid picture cuz im tired of sittn here....,"['hurri', 'pictur', 'sittn', 'gon', 'm', 'stupid', 'tire']",376cc1797a7cbb41a33c392044fc2794,38216
470,14.0,0.8963000178337097,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H","Hmmm.....*Yea I Got Mi Eyes On You, But Wat U Tryna Do Cuz Im Readi 2 Do Wat We Came 2 Do, But Onli If Ur Readi 4 Mee..*","['eye', 'got', 'wat', 'tryna', 'm', 'came']",376cc1797a7cbb41a33c392044fc2794,38240
471,12.0,0.8525999784469604,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",WOw. I shuldn't feel this way bt i do.....n its gon drive me crazy cuz i do...,"['way', 'feel', 'drive', 'crazi']",376cc1797a7cbb41a33c392044fc2794,38281
472,12.0,0.8525999784469604,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",So its off 2 KC 2Morrow!!! Miss D making moves wit or witout yall so keep dat hatin comin cuz i'm on mi shyt....,"['move', 'make', 'keep', 'shyt']",376cc1797a7cbb41a33c392044fc2794,38292
473,14.0,0.8525999784469604,"think_H, m_H, know_H, eye_H, thing_H, wind_H, take_L, see_H, song_H, said_H",I be thinkin bout him. I be thinkin bout me n wat we culd be..Then I open my eyes and I see it was jus a dream...........,"['eye', 'bout', 'see', 'open']",376cc1797a7cbb41a33c392044fc2794,38297
474,0.0,0.7455000281333923,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",/Just when I said that I was thru with love,"['love', 'said']",376cc1797a7cbb41a33c392044fc2794,38298
475,7.0,0.7455000281333923,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","If u ask me,I'm readi..... cuz u giv me a feelin I've never felt before......","['ask', 'felt']",376cc1797a7cbb41a33c392044fc2794,38412
476,0.0,0.9200000166893005,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Misses the days when he used to say me in his arms in the backseat was 'so rite' even when i had doubts...,"['miss', 'day', 'arm', 'backseat', 'use', 'say', 'doubt', 'rite']",376cc1797a7cbb41a33c392044fc2794,38442
477,5.0,0.9282000064849854,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H",''hard 2 move on when u alwayz regret one....i wonder if I was wrong...now deep dwn all I want is u now.... bein ur friend is killing me softly'',"['move', 'alwayz', 'regret', 'friend', 'wonder', 'want', 'kill', 'hard', 'deep']",376cc1797a7cbb41a33c392044fc2794,38447
478,8.0,0.9282000064849854,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H",": My soul is painted like the wings of butterflies. Fairy tales of yesterday, will grow but never die.","['soul', 'wing', 'butterfli', 'fairi', 'tale', 'yesterday', 'paint', 'grow', 'die']",39b2af957c2488970cb89c161b6bf94e,39887
479,12.0,0.9200000166893005,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",": I've seen angels fall from blinding heights, but you yourself are nothing so divine. Just next in line","['angel', 'height', 'line', 'seen', 'fall', 'blind', 'divin', 'next']",39b2af957c2488970cb89c161b6bf94e,39889
480,4.0,0.8133000135421753,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",": lovin' the sun right now, don't care about anything else!","['sun', ""lovin'"", 'care']",39b2af957c2488970cb89c161b6bf94e,40379
481,0.0,0.8133000135421753,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",: fuck my life to the stars and god damn back again...,"['fuck', 'life', 'star']",39b2af957c2488970cb89c161b6bf94e,40522
482,0.0,0.9627000093460083,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",what you got boy is hard to find i just cant get you off my mind im all strung out my heart is fried..i just cant get you off my mind.cause your love your love is my drug...i like that song..lol,"['boy', 'mind', 'heart', 'mind.caus', 'love', 'love', 'drug', 'song', 'lol', 'got', 'find', 'ca', 'm', 'strung', 'fri', 'ca', 'like', 'hard']",3a22ecf7125d120b6ca783020d86cb40,40833
483,7.0,0.4952000081539154,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","saggin my dickies, smoke like a hippie smells sooo good when she get wet and sticky..you lift me girl you da bomb..got a nigga blowin like cheech and chong a bong a blunt or a paper square it really dont matter shell take you there.","['dicki', 'hippi', 'bomb', 'shell', 'smoke', 'smell', 'get', 'lift', 'got', 'matter', 'take', 'good', 'wet', 'sticki']",3a22ecf7125d120b6ca783020d86cb40,40908
484,7.0,0.6000000238418579,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H",meet me in the back witha bottle of jack...,['meet'],3a22ecf7125d120b6ca783020d86cb40,40938
485,6.0,0.9200000166893005,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H",DI-NO-SA-UR YOU R A DINOSAUR   DI-NO-SA-UR YOU R A DINOSAUR OL-DM-AN YOU JUST AN OLD MAN HIT ON ME WHAT...YOU NEED A CAT SCAN!!!,"['r', 'dinosaur', 'r', 'dinosaur', 'man', 'hit', 'need', 'old']",3a22ecf7125d120b6ca783020d86cb40,40990
486,4.0,0.9096999764442444,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",i wanna get crazy...i wanna get wild....i wanna make it worth ur while...lol,"['lol', 'get', 'get', 'make', 'crazi', 'wild', 'worth']",3a22ecf7125d120b6ca783020d86cb40,41063
487,12.0,0.9200000166893005,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",hey..ho..lets go...turn to yer left and slap a hoe....lets go,"['let', 'hoe', 'go', 'turn', 'left', 'let', 'go', 'slap']",3a22ecf7125d120b6ca783020d86cb40,41075
488,12.0,0.9200000166893005,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",gotta take my baby boy to dr today..he sick poor lil man....,"['babi', 'boy', 'today', 'man', 'got', 'take', 'sick', 'poor']",3a22ecf7125d120b6ca783020d86cb40,41091
489,12.0,0.9200000166893005,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","rat tat tat tat on ur dum dum drum the beat so phat gonna make me come um, um, um , um.......got that stuck in my head..","['drum', 'head', 'beat', 'gon', 'make', 'come', 'got', 'stuck']",3a22ecf7125d120b6ca783020d86cb40,41093
490,12.0,0.8133000135421753,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H",Lets all get drunk tonight:),"['let', 'tonight', 'drunk']",3a988007bdc183c6b3fb12da0e43d107,41649
491,0.0,0.9282000064849854,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",I dont gotta work tomorrow. Getta come back today. awesome:) paychecks guna be small but oh well.,"['tomorrow', 'today', 'paycheck', 'got', 'work', 'come', 'guna', 'awesom', 'small']",3a988007bdc183c6b3fb12da0e43d107,41664
492,4.0,0.8963000178337097,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H",We lost. and my knees are bleeding. oh well theres always next game,"['knee', 'game', 'lost', 'bleed', 's', 'next']",3a988007bdc183c6b3fb12da0e43d107,41674
493,0.0,0.9556000232696533,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","What's love got to do, got to do with it?  What's love but a sweet, old-fashioned notion?  What's love got to do, got to do with it?  Who needs a heart when a heart can be broken?","['love', 'love', 'notion', 'love', 'heart', 'heart', 'got', 'got', 'got', 'got', 'need', 'broken', 'sweet', 'old', 'fashion']",3ac58ad39d81acfe169aadc4815effe6,42234
494,12.0,0.9282000064849854,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Bodies in the sand, Tropical drink melting in your hand, We'll be falling in love To the rhythm of a steel drum band, Down in Kokomo.","['bodi', 'sand', 'drink', 'melt', 'hand', 'steel', 'fall', 'love', 'tropic']",3ac58ad39d81acfe169aadc4815effe6,42246
495,12.0,0.48190000653266907,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","Say good-bye now because she's so far gone, you won't recognize her if she comes back.","['bye', 'say', 'gone', 'recogn', 'come', 'good']",3ac58ad39d81acfe169aadc4815effe6,42343
496,8.0,0.9200000166893005,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","Do you remember how it used to be, when you pretended to care and I was happy believing you did?  It's probably wrong, but I miss that...","['care', 'believ', 'rememb', 'use', 'pretend', 'miss', 'happi', 'wrong']",3ac58ad39d81acfe169aadc4815effe6,42349
497,0.0,0.9200000166893005,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","So you think you're lonely?  Well my friend I'm lonely too.  I want to get back to my city by the bay, Oh, oh, oh oh....","['friend', 'citi', 'bay', 'think', 'want', 'get', 'lone', 'lone']",3ac58ad39d81acfe169aadc4815effe6,42353
498,8.0,0.9096999764442444,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","Some will win, some will lose. Some were born to sing the blues. Oh the movie never ends It goes on and on and on and on...","['sing', 'blue', 'movi', 'lose', 'born', 'end', 'goe']",3ac58ad39d81acfe169aadc4815effe6,42354
499,6.0,0.7093999981880188,"day_L, come_L, live_L, build_H, feel_L, tomorrow_L, tri_L, babi_H, hear_H, need_H","And if the cloud bursts thunder in your ear, You shout and no one seems to hear. And if the band you're in starts playing different tunes, I'll see you on the dark side of the moon...","['burst', 'thunder', 'ear', 'band', 'start', 'tune', 'side', 'moon', 'shout', 'seem', 'hear', 'play', 'see', 'differ', 'dark']",3ac58ad39d81acfe169aadc4815effe6,42364
500,0.0,0.8525999784469604,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",I lied when I said I'd never hate you.  Just like you lied when you said I meant something to you.,"['said', 'hate', 'said', 'meant']",3ac58ad39d81acfe169aadc4815effe6,42366
501,0.0,0.7455000281333923,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",Some things just don't ever change.,"['thing', 'chang']",3ac58ad39d81acfe169aadc4815effe6,42367
502,1.0,0.8783000111579895,"make_H, say_H, bad_H, roll_H, new_L, babi_H, love_L, start_H, bean_H, colleg_H","Though we adore men individually, We agree that as a group they're rather stupid.","['men', 'group', 'agre', 'ador', 'stupid']",3ac58ad39d81acfe169aadc4815effe6,42369
503,12.0,0.9491000175476074,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","So leave it behind cause we have a night to get away.  So come on and fly with me, as we make our great escape.  So baby dont worry, you are my only,You wont be lonely, even if the sky is falling down...","['caus', 'night', 'escap', 'babi', 'worri', 'leav', 'get', 'come', 'fli', 'make', 'sky', 'fall', 'great']",3ac58ad39d81acfe169aadc4815effe6,42371
504,0.0,0.8525999784469604,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",I can't believe I used to think you were worth it.,"['can', 'believ', 'use', 'think']",3ac58ad39d81acfe169aadc4815effe6,42381
505,4.0,0.8525999784469604,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","I see a little silhouetto of a man.  Scaramouche, scaramouche, will you do the fandango?","['scaramouch', 'see', 'fandango', 'littl']",3ac58ad39d81acfe169aadc4815effe6,42385
506,0.0,0.8783000111579895,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H","And here's the honest truth I'm still in love with you And, that's what I really meant to say","['truth', 'love', 'meant', 'say', 'honest']",3ac58ad39d81acfe169aadc4815effe6,42393
507,4.0,0.9556000232696533,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","How I wish, how I wish you were here.  We're just two lost souls swimming in a fish bowl, year after year.  Running over the same old ground, what have we found?  The same old fears.  Wish you were here.","['soul', 'bowl', 'year', 'year', 'ground', 'fear', 'wish', 'wish', 'swim', 'run', 'found', 'wish', 'lost', 'old', 'old']",3ac58ad39d81acfe169aadc4815effe6,42395
508,8.0,0.8525999784469604,"want_H, need_H, let_H, know_H, got_H, aliv_H, happi_H, keep_H, give_H, run_H","Where-ever I am, you'll always be More than just a memory, If I ever leave this world alive...","['world', 'memori', 'leav', 'aliv']",3ac58ad39d81acfe169aadc4815effe6,42401
509,4.0,0.9704999923706055,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","Thoughts free flow try to consume myself in this, I'm not faithless. Just paranoid of getting lost or that I might lose. Ignorance is bliss, cherish it. Pretty neighborhoods, you learn too much to hold, Believe it not. And fight the tears With pretty smiles and lies about the times...","['thought', 'flow', 'neighborhood', 'hold', 'time', 'tri', 'consum', 'get', 'lost', 'lose', 'cherish', 'learn', 'believ', 'fight', 'tear', 'smile', 'lie', 'free', 'faithless', 'paranoid', 'pretti', 'much', 'pretti']",3ac58ad39d81acfe169aadc4815effe6,42404
510,4.0,0.8783000111579895,"tri_H, time_H, old_H, lost_H, get_H, littl_H, make_H, see_H, bring_H, ground_H","I will find a center in you. I will chew it up and leave, I will work to elevate you just enough to bring you down...","['work', 'elev', 'find', 'leav', 'bring']",3ac58ad39d81acfe169aadc4815effe6,42407
511,5.0,0.8133000135421753,"know_H, want_H, hold_H, wait_H, dark_H, tell_H, love_H, heart_H, live_H, wish_H","I found you here, now please just stay for a while.  I can move on when you're around....","['found', 'stay', 'move']",3ac58ad39d81acfe169aadc4815effe6,42410
512,0.0,0.5411999821662903,"love_H, got_H, want_H, feel_H, thing_H, make_H, need_H, come_H, see_H, day_H",I dont love you I'm just passing the time. You could love me if I knew how to lie. But who could love me?I am out of my mind Throwing a line out to sea To see if I can catch a dream.,"['love', 'time', 'lie', 'mind', 'line', 'sea', 'catch', 'dream', 'pass', 'love', 'knew', 'love', 'throw', 'see']",3ac58ad39d81acfe169aadc4815effe6,42416
513,12.0,0.9282000064849854,"go_H, know_H, let_H, love_H, day_H, fall_H, make_H, come_H, time_H, gon_H","You are my sunshine, my only sunshine.  You make me happy, when skies are grey.  You'll never know, dear, how much I love you.  Please don't take my sunshine away.","['love', 'sunshin', 'make', 'sky', 'know', 'take', 'happi', 'dear', 'much']",3ac58ad39d81acfe169aadc4815effe6,42417
514,7.0,0.5993000268936157,"say_H, time_H, go_H, know_H, good_H, take_H, got_H, feel_H, see_H, mind_H","You only want me when I get over you. First you love me then you get on down the line, But I don't mind. No, I don't mind...","['love', 'line', 'want', 'get', 'mind', 'mind', 'first']",3ac58ad39d81acfe169aadc4815effe6,42418
