cos_lg1,cos_lg2,cos_lg3,cos_en,train_report,test_report,time,count1,count2
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.984674   0.641026      0.94    0.812850      0.951455
recall       0.948339   0.862069      0.94    0.905204      0.940000
f1-score     0.966165   0.735294      0.94    0.850730      0.943848
support    271.000000  29.000000      0.94  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977941   0.846154  0.966443    0.912048      0.965558
recall       0.985185   0.785714  0.966443    0.885450      0.966443
f1-score     0.981550   0.814815  0.966443    0.898182      0.965883
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 16:56:03.541811,2,4
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.980769   0.600000      0.93    0.790385      0.943962
recall       0.940959   0.827586      0.93    0.884273      0.930000
f1-score     0.960452   0.695652      0.93    0.828052      0.934855
support    271.000000  29.000000      0.93  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 16:57:56.007234,3,1
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981061   0.666667  0.943333    0.823864      0.950669
recall       0.955720   0.827586  0.943333    0.891653      0.943333
f1-score     0.968224   0.738462  0.943333    0.853343      0.946014
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 16:59:46.806180,3,2
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981203   0.705882      0.95    0.843543      0.954589
recall       0.963100   0.827586      0.95    0.895343      0.950000
f1-score     0.972067   0.761905      0.95    0.866986      0.951751
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:01:36.016513,3,3
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977612   0.718750      0.95    0.848181      0.952589
recall       0.966790   0.793103      0.95    0.879947      0.950000
f1-score     0.972171   0.754098      0.95    0.863135      0.951090
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.971014   0.909091  0.966443    0.940053      0.965196
recall       0.992593   0.714286  0.966443    0.853439      0.966443
f1-score     0.981685   0.800000  0.966443    0.890842      0.964614
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 17:03:27.601487,3,4
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966165   0.588235  0.923333    0.777200      0.929632
recall       0.948339   0.689655  0.923333    0.818997      0.923333
f1-score     0.957169   0.634921  0.923333    0.796045      0.926019
support    271.000000  29.000000  0.923333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:05:18.366217,4,1
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966667   0.666667  0.936667    0.816667      0.937667
recall       0.963100   0.689655  0.936667    0.826377      0.936667
f1-score     0.964880   0.677966  0.936667    0.821423      0.937145
support    271.000000  29.000000  0.936667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:07:07.965058,4,2
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966912   0.714286  0.943333    0.840599      0.942491
recall       0.970480   0.689655  0.943333    0.830067      0.943333
f1-score     0.968692   0.701754  0.943333    0.835223      0.942888
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:08:56.218027,4,3
0.998,0.97,0.85,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.963504   0.730769  0.943333    0.847136      0.941006
recall       0.974170   0.655172  0.943333    0.814671      0.943333
f1-score     0.968807   0.690909  0.943333    0.829858      0.941944
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964286   1.000000  0.966443    0.982143      0.967641
recall       1.000000   0.642857  0.966443    0.821429      0.966443
f1-score     0.981818   0.782609  0.966443    0.882213      0.963101
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 17:10:45.025275,4,4
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.491525       0.9    0.745763      0.950847
recall       0.889299   1.000000       0.9    0.944649      0.900000
f1-score     0.941406   0.659091       0.9    0.800249      0.914116
support    271.000000  29.000000       0.9  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976744   0.550000  0.919463    0.763372      0.936647
recall       0.933333   0.785714  0.919463    0.859524      0.919463
f1-score     0.954545   0.647059  0.919463    0.800802      0.925654
support    135.000000  14.000000  0.919463  149.000000    149.000000",2020-03-20 17:12:35.408227,1,1
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.557692  0.923333    0.778846      0.957244
recall       0.915129   1.000000  0.923333    0.957565      0.923333
f1-score     0.955684   0.716049  0.923333    0.835867      0.932519
support    271.000000  29.000000  0.923333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.969231   0.526316  0.912752    0.747773      0.927615
recall       0.933333   0.714286  0.912752    0.823810      0.912752
f1-score     0.950943   0.606061  0.912752    0.778502      0.918538
support    135.000000  14.000000  0.912752  149.000000    149.000000",2020-03-20 17:14:25.388810,1,2
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.996032   0.583333      0.93    0.789683      0.956138
recall       0.926199   0.965517      0.93    0.945858      0.930000
f1-score     0.959847   0.727273      0.93    0.843560      0.937365
support    271.000000  29.000000      0.93  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.969231   0.526316  0.912752    0.747773      0.927615
recall       0.933333   0.714286  0.912752    0.823810      0.912752
f1-score     0.950943   0.606061  0.912752    0.778502      0.918538
support    135.000000  14.000000  0.912752  149.000000    149.000000",2020-03-20 17:16:14.611541,1,3
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988462   0.650000  0.943333    0.819231      0.955744
recall       0.948339   0.896552  0.943333    0.922446      0.943333
f1-score     0.967985   0.753623  0.943333    0.860804      0.947263
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.969466   0.555556  0.919463    0.762511      0.930575
recall       0.940741   0.714286  0.919463    0.827513      0.919463
f1-score     0.954887   0.625000  0.919463    0.789944      0.923891
support    135.000000  14.000000  0.919463  149.000000    149.000000",2020-03-20 17:18:05.756513,1,4
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988142   0.553191      0.92    0.770667      0.946097
recall       0.922509   0.896552      0.92    0.909530      0.920000
f1-score     0.954198   0.684211      0.92    0.819204      0.928100
support    271.000000  29.000000      0.92  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:19:54.797927,2,1
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988462   0.650000  0.943333    0.819231      0.955744
recall       0.948339   0.896552  0.943333    0.922446      0.943333
f1-score     0.967985   0.753623  0.943333    0.860804      0.947263
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970588   0.769231   0.95302    0.869910      0.951669
recall       0.977778   0.714286   0.95302    0.846032      0.953020
f1-score     0.974170   0.740741   0.95302    0.857455      0.952237
support    135.000000  14.000000   0.95302  149.000000    149.000000",2020-03-20 17:21:42.960429,2,2
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.984848   0.694444      0.95    0.839646      0.956776
recall       0.959410   0.862069      0.95    0.910739      0.950000
f1-score     0.971963   0.769231      0.95    0.870597      0.952365
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970588   0.769231   0.95302    0.869910      0.951669
recall       0.977778   0.714286   0.95302    0.846032      0.953020
f1-score     0.974170   0.740741   0.95302    0.857455      0.952237
support    135.000000  14.000000   0.95302  149.000000    149.000000",2020-03-20 17:23:30.834194,2,3
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977941   0.821429  0.963333    0.899685      0.962812
recall       0.981550   0.793103  0.963333    0.887327      0.963333
f1-score     0.979742   0.807018  0.963333    0.893380      0.963045
support    271.000000  29.000000  0.963333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:25:19.415317,2,4
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.980545   0.558140      0.92    0.769342      0.939712
recall       0.929889   0.827586      0.92    0.878738      0.920000
f1-score     0.954545   0.666667      0.92    0.810606      0.926717
support    271.000000  29.000000      0.92  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977941   0.846154  0.966443    0.912048      0.965558
recall       0.985185   0.785714  0.966443    0.885450      0.966443
f1-score     0.981550   0.814815  0.966443    0.898182      0.965883
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 17:27:07.536645,3,1
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981061   0.666667  0.943333    0.823864      0.950669
recall       0.955720   0.827586  0.943333    0.891653      0.943333
f1-score     0.968224   0.738462  0.943333    0.853343      0.946014
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:28:56.071474,3,2
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977612   0.718750      0.95    0.848181      0.952589
recall       0.966790   0.793103      0.95    0.879947      0.950000
f1-score     0.972171   0.754098      0.95    0.863135      0.951090
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:30:45.330202,3,3
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.971014   0.875000  0.963333    0.923007      0.961733
recall       0.988930   0.724138  0.963333    0.856534      0.963333
f1-score     0.979890   0.792453  0.963333    0.886172      0.961771
support    271.000000  29.000000  0.963333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.971014   0.909091  0.966443    0.940053      0.965196
recall       0.992593   0.714286  0.966443    0.853439      0.966443
f1-score     0.981685   0.800000  0.966443    0.890842      0.964614
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 17:32:34.888615,3,4
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.969349   0.538462  0.913333    0.753905      0.927696
recall       0.933579   0.724138  0.913333    0.828859      0.913333
f1-score     0.951128   0.617647  0.913333    0.784387      0.918891
support    271.000000  29.000000  0.913333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.971014   0.909091  0.966443    0.940053      0.965196
recall       0.992593   0.714286  0.966443    0.853439      0.966443
f1-score     0.981685   0.800000  0.966443    0.890842      0.964614
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 17:34:24.968406,4,1
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970149   0.656250  0.936667    0.813200      0.939806
recall       0.959410   0.724138  0.936667    0.841774      0.936667
f1-score     0.964750   0.688525  0.936667    0.826637      0.938048
support    271.000000  29.000000  0.936667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:36:13.917551,4,2
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966912   0.714286  0.943333    0.840599      0.942491
recall       0.970480   0.689655  0.943333    0.830067      0.943333
f1-score     0.968692   0.701754  0.943333    0.835223      0.942888
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:38:02.243654,4,3
0.998,0.97,0.85,0.8,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.960714   0.900000  0.956667    0.930357      0.954845
recall       0.992620   0.620690  0.956667    0.806655      0.956667
f1-score     0.976407   0.734694  0.956667    0.855550      0.953041
support    271.000000  29.000000  0.956667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964286   1.000000  0.966443    0.982143      0.967641
recall       1.000000   0.642857  0.966443    0.821429      0.966443
f1-score     0.981818   0.782609  0.966443    0.882213      0.963101
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 17:39:50.423699,4,4
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.439394  0.876667    0.719697      0.945808
recall       0.863469   1.000000  0.876667    0.931734      0.876667
f1-score     0.926733   0.610526  0.876667    0.768629      0.896166
support    271.000000  29.000000  0.876667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976378   0.500000   0.90604    0.738189      0.931618
recall       0.918519   0.785714   0.90604    0.852116      0.906040
f1-score     0.946565   0.611111   0.90604    0.778838      0.915046
support    135.000000  14.000000   0.90604  149.000000    149.000000",2020-03-20 17:41:40.597475,1,1
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.491525       0.9    0.745763      0.950847
recall       0.889299   1.000000       0.9    0.944649      0.900000
f1-score     0.941406   0.659091       0.9    0.800249      0.914116
support    271.000000  29.000000       0.9  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976378   0.500000   0.90604    0.738189      0.931618
recall       0.918519   0.785714   0.90604    0.852116      0.906040
f1-score     0.946565   0.611111   0.90604    0.778838      0.915046
support    135.000000  14.000000   0.90604  149.000000    149.000000",2020-03-20 17:43:31.764763,1,2
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.508772  0.906667    0.754386      0.952515
recall       0.896679   1.000000  0.906667    0.948339      0.906667
f1-score     0.945525   0.674419  0.906667    0.809972      0.919318
support    271.000000  29.000000  0.906667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976378   0.500000   0.90604    0.738189      0.931618
recall       0.918519   0.785714   0.90604    0.852116      0.906040
f1-score     0.946565   0.611111   0.90604    0.778838      0.915046
support    135.000000  14.000000   0.90604  149.000000    149.000000",2020-03-20 17:45:21.959391,1,3
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.995951   0.528302  0.913333    0.762127      0.950745
recall       0.907749   0.965517  0.913333    0.936633      0.913333
f1-score     0.949807   0.682927  0.913333    0.816367      0.924009
support    271.000000  29.000000  0.913333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.976562   0.523810  0.912752    0.750186      0.934022
recall       0.925926   0.785714  0.912752    0.855820      0.912752
f1-score     0.950570   0.628571  0.912752    0.789571      0.920315
support    135.000000  14.000000  0.912752  149.000000    149.000000",2020-03-20 17:47:09.919765,1,4
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988095   0.541667  0.916667    0.764881      0.944940
recall       0.918819   0.896552  0.916667    0.907685      0.916667
f1-score     0.952199   0.675325  0.916667    0.813762      0.925434
support    271.000000  29.000000  0.916667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:48:57.919314,2,1
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988417   0.634146      0.94    0.811282      0.954171
recall       0.944649   0.896552      0.94    0.920601      0.940000
f1-score     0.966038   0.742857      0.94    0.854447      0.944464
support    271.000000  29.000000      0.94  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:50:47.595591,2,2
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.988506   0.666667  0.946667    0.827586      0.957395
recall       0.952030   0.896552  0.946667    0.924291      0.946667
f1-score     0.969925   0.764706  0.946667    0.867315      0.950087
support    271.000000  29.000000  0.946667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.785714  0.959732    0.881746      0.959732
recall       0.977778   0.785714  0.959732    0.881746      0.959732
f1-score     0.977778   0.785714  0.959732    0.881746      0.959732
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:52:38.282937,2,3
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.984906   0.714286  0.953333    0.849596      0.958746
recall       0.963100   0.862069  0.953333    0.912584      0.953333
f1-score     0.973881   0.781250  0.953333    0.877565      0.955260
support    271.000000  29.000000  0.953333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977941   0.846154  0.966443    0.912048      0.965558
recall       0.985185   0.785714  0.966443    0.885450      0.966443
f1-score     0.981550   0.814815  0.966443    0.898182      0.965883
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 17:54:29.322380,2,4
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.980545   0.558140      0.92    0.769342      0.939712
recall       0.929889   0.827586      0.92    0.878738      0.920000
f1-score     0.954545   0.666667      0.92    0.810606      0.926717
support    271.000000  29.000000      0.92  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:56:20.408135,3,1
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981061   0.666667  0.943333    0.823864      0.950669
recall       0.955720   0.827586  0.943333    0.891653      0.943333
f1-score     0.968224   0.738462  0.943333    0.853343      0.946014
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:58:10.327852,3,2
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.981203   0.705882      0.95    0.843543      0.954589
recall       0.963100   0.827586      0.95    0.895343      0.950000
f1-score     0.972067   0.761905      0.95    0.866986      0.951751
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.970803   0.833333  0.959732    0.902068      0.957886
recall       0.985185   0.714286  0.959732    0.849735      0.959732
f1-score     0.977941   0.769231  0.959732    0.873586      0.958331
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 17:59:59.533883,3,3
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.977778   0.766667  0.956667    0.872222      0.957370
recall       0.974170   0.793103  0.956667    0.883637      0.956667
f1-score     0.975970   0.779661  0.956667    0.877816      0.956994
support    271.000000  29.000000  0.956667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.971014   0.909091  0.966443    0.940053      0.965196
recall       0.992593   0.714286  0.966443    0.853439      0.966443
f1-score     0.981685   0.800000  0.966443    0.890842      0.964614
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 18:01:48.610520,3,4
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.965779   0.540541  0.913333    0.753160      0.924673
recall       0.937269   0.689655  0.913333    0.813462      0.913333
f1-score     0.951311   0.606061  0.913333    0.778686      0.917937
support    271.000000  29.000000  0.913333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 18:03:39.330262,4,1
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966667   0.666667  0.936667    0.816667      0.937667
recall       0.963100   0.689655  0.936667    0.826377      0.936667
f1-score     0.964880   0.677966  0.936667    0.821423      0.937145
support    271.000000  29.000000  0.936667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 18:05:28.583690,4,2
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.966912   0.714286  0.943333    0.840599      0.942491
recall       0.970480   0.689655  0.943333    0.830067      0.943333
f1-score     0.968692   0.701754  0.943333    0.835223      0.942888
support    271.000000  29.000000  0.943333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964029   0.900000  0.959732    0.932014      0.958013
recall       0.992593   0.642857  0.959732    0.817725      0.959732
f1-score     0.978102   0.750000  0.959732    0.864051      0.956670
support    135.000000  14.000000  0.959732  149.000000    149.000000",2020-03-20 18:07:17.481484,4,3
0.998,0.97,0.8,0.75,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.963768   0.791667      0.95    0.877717      0.947132
recall       0.981550   0.655172      0.95    0.818361      0.950000
f1-score     0.972578   0.716981      0.95    0.844779      0.947870
support    271.000000  29.000000      0.95  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.964286   1.000000  0.966443    0.982143      0.967641
recall       1.000000   0.642857  0.966443    0.821429      0.966443
f1-score     0.981818   0.782609  0.966443    0.882213      0.963101
support    135.000000  14.000000  0.966443  149.000000    149.000000",2020-03-20 18:09:05.740250,4,4
0.998,0.97,0.8,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.391892      0.85    0.695946      0.941216
recall       0.833948   1.000000      0.85    0.916974      0.850000
f1-score     0.909457   0.563107      0.85    0.736282      0.875976
support    271.000000  29.000000      0.85  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.975806   0.440000  0.885906    0.707903      0.925462
recall       0.896296   0.785714  0.885906    0.841005      0.885906
f1-score     0.934363   0.564103  0.885906    0.749233      0.899573
support    135.000000  14.000000  0.885906  149.000000    149.000000",2020-03-20 18:10:54.667809,1,1
0.998,0.97,0.8,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.420290  0.866667    0.710145      0.943961
recall       0.852399   1.000000  0.866667    0.926199      0.866667
f1-score     0.920319   0.591837  0.866667    0.756078      0.888565
support    271.000000  29.000000  0.866667  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.975806   0.440000  0.885906    0.707903      0.925462
recall       0.896296   0.785714  0.885906    0.841005      0.885906
f1-score     0.934363   0.564103  0.885906    0.749233      0.899573
support    135.000000  14.000000  0.885906  149.000000    149.000000",2020-03-20 18:12:45.753860,1,2
0.998,0.97,0.8,0.7,"             NonQuote      quote  accuracy   macro avg  weighted avg
precision    1.000000   0.432836  0.873333    0.716418      0.945174
recall       0.859779   1.000000  0.873333    0.929889      0.873333
f1-score     0.924603   0.604167  0.873333    0.764385      0.893628
support    271.000000  29.000000  0.873333  300.000000    300.000000","             NonQuote      quote  accuracy   macro avg  weighted avg
precision    0.975806   0.440000  0.885906    0.707903      0.925462
recall       0.896296   0.785714  0.885906    0.841005      0.885906
f1-score     0.934363   0.564103  0.885906    0.749233      0.899573
support    135.000000  14.000000  0.885906  149.000000    149.000000",2020-03-20 18:14:40.664306,1,3
