dominant_t,topic_per,keywords,text,userid,textiD,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
13,0.934899986,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","?å¼off alone. I am a new day rising, i'm a brand new sky to hang your stars upon tonight. I am a little divided, do i stay or run away, leave it all behind?",223dbfbc2451d4ffaf244cc1e6c3abbb,24105,35,81.17,19.58,99,1.91,11.67,5.71,88.57,51.43,17.14,14.29,11.43,0,2.86,0,0,2.86,8.57,14.29,11.43,0,2.86,0,22.86,8.57,0,0,0,2.86,2.86,0,2.86,0,0,2.86,2.86,0,0,0,0,5.71,0,0,0,2.86,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.86,2.86,42.86,14.29,20,11.43,0,0,0,0,0,0,0,0,0,0,0,0,22.86,5.71,8.57,0,0,5.71,0,0,0,2.86,0,0
13,0.91869998,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","The stars are bright tonight, the crickets are back out, life feels pretty good. And I just wanna tell all my friends and family how much I love you :)",223dbfbc2451d4ffaf244cc1e6c3abbb,24121,30,18.82,84.14,43.37,99,15,10,93.33,50,13.33,13.33,10,0,3.33,0,0,0,6.67,3.33,10,10,10,0,13.33,0,0,3.33,0,6.67,16.67,16.67,0,0,0,0,16.67,3.33,3.33,0,0,16.67,3.33,3.33,3.33,3.33,3.33,0,6.67,3.33,0,3.33,6.67,0,3.33,0,0,13.33,10,0,0,3.33,0,0,13.33,6.67,10,0,6.67,6.67,0,3.33,3.33,0,0,0,6.67,0,3.33,0,0,0,10,3.33,6.67,0,0,0,0,0,0,0,0,0
1,0.891700029,"world_H, resolv_L, defin_H, power_H, thank_H, belong_H, sticki_H, polit_H, judg_H, tat_H","/There is a sacredness in tears. They are not the mark of weakness but of power. They are messengers of overwhelming grief and of unspeakable love./"" ...Washington Irving **bobsnewline** (Thanks",223dbfbc2451d4ffaf244cc1e6c3abbb,24141,30,84.62,50,3.37,1.03,10,23.33,76.67,53.33,6.67,6.67,0,0,0,0,6.67,0,6.67,16.67,10,3.33,6.67,3.33,13.33,0,0,0,0,0,16.67,6.67,10,3.33,0,10,10,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,3.33,0,0,0,0,10,3.33,0,6.67,0,0,0,13.33,0,3.33,0,3.33,0,0,0,0,0,0,3.33,0,0,0,0,0,0,46.67,20,0,0,0,0,0,0,3.33,0,3.33,20
13,0.838,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","I'm reminded of the phrase: /Never make someone a priority when to them you are only an option/""""",223dbfbc2451d4ffaf244cc1e6c3abbb,24144,18,18.82,86.68,23.51,25.77,18,16.67,83.33,72.22,22.22,16.67,5.56,0,5.56,0,5.56,5.56,16.67,11.11,11.11,16.67,5.56,5.56,16.67,0,0,5.56,0,0,0,0,0,0,0,0,16.67,0,0,0,0,22.22,0,5.56,0,11.11,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,5.56,0,0,0,0,11.11,5.56,0,11.11
13,0.948599994,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Just got herself a big ol bitchslap of truth this morning. :\ **bobsnewline** ...but I see my little curly headed angel laying there in her curious george pajamas and I know I am headed in the right direction no matter what. She is my due North :),223dbfbc2451d4ffaf244cc1e6c3abbb,24158,46,35.67,13.85,98.89,66.89,15.33,15.22,86.96,47.83,21.74,17.39,10.87,0,0,6.52,0,4.35,4.35,6.52,4.35,4.35,4.35,2.17,13.04,2.17,0,2.17,0,0,6.52,4.35,2.17,0,2.17,0,6.52,0,0,6.52,0,8.7,4.35,0,0,0,2.17,2.17,2.17,2.17,0,0,0,0,0,0,0,4.35,0,0,2.17,2.17,0,2.17,8.7,0,23.91,4.35,15.22,4.35,0,0,0,0,2.17,0,4.35,2.17,2.17,0,0,0,23.91,10.87,0,2.17,0,0,0,0,0,0,0,10.87
13,0.963800013,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","åÒHave you ever been in love? Horrible isn't it? It makes you so vulnerable. It opens your chest and it opens up your heart and it means that someone can get inside you and mess you up. You build up all these defenses, you build up a whole suit of armor, so that nothing can hurt you, then one stupid person, no different from any other stupid person, wanders into your stupid life... (1 of 3)",223dbfbc2451d4ffaf244cc1e6c3abbb,24166,76,17.17,99,41.67,1,12.67,9.21,89.47,59.21,26.32,13.16,0,0,13.16,0,0,13.16,1.32,13.16,6.58,3.95,7.89,3.95,10.53,6.58,1.32,0,3.95,3.95,10.53,1.32,9.21,2.63,3.95,1.32,18.42,0,0,0,0,13.16,1.32,1.32,0,2.63,3.95,3.95,1.32,0,0,1.32,5.26,2.63,1.32,0,0,9.21,1.32,0,6.58,1.32,0,1.32,11.84,1.32,14.47,0,11.84,2.63,0,0,0,0,0,0,0,0,0,0,0,0,19.74,6.58,6.58,0,0,2.63,0,0,0,1.32,2.63,0
13,0.960900009,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","You give them a piece of you. They didn't ask for it. They did something dumb one day, like kiss you or smile at you, and then your life isn't your own anymore. Love takes hostages. It gets inside you. It eats you out and leaves you crying in the darkness, so simple a phrase like 'maybe we should be just friends' turns into a glass splinter working its way into your heart.",223dbfbc2451d4ffaf244cc1e6c3abbb,24167,73,28.82,99,38.05,51.4,12.17,9.59,93.15,63.01,27.4,19.18,0,1.37,13.7,0,4.11,8.22,5.48,13.7,6.85,4.11,6.85,2.74,17.81,2.74,2.74,0,1.37,1.37,6.85,4.11,2.74,0,1.37,1.37,24.66,0,1.37,0,0,8.22,0,0,1.37,4.11,0,4.11,1.37,1.37,0,0,5.48,1.37,1.37,0,1.37,9.59,5.48,1.37,0,2.74,0,2.74,10.96,1.37,16.44,2.74,9.59,4.11,1.37,0,0,0,0,0,1.37,1.37,0,0,0,0,17.81,8.22,4.11,0,0,0,0,0,0,5.48,0,0
13,0.878300011,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Nothing is miserable unless you think it so; and on the other hand, nothing brings happiness unless you are content with it. **bobsnewline** Anicius Manlius Severinus Boethius",223dbfbc2451d4ffaf244cc1e6c3abbb,24171,27,18.82,35.54,58.07,25.77,13.5,37.04,77.78,59.26,18.52,7.41,0,0,7.41,0,0,11.11,3.7,14.81,7.41,3.7,14.81,7.41,14.81,0,0,0,0,0,7.41,3.7,3.7,3.7,0,3.7,7.41,0,0,0,0,22.22,3.7,0,0,0,7.41,11.11,3.7,0,0,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,0,14.81,0,7.41,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,25.93,3.7,3.7,0,3.7,0,0,0,0,0,0,14.81
13,0.878300011,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Oh god just heard Jedwards rendition of 'All the small things', I think I'm gonna hurl...",22f7d91d7d57d67a3ef249927250bad9,24283,16,56.25,26.6,95.6,25.77,16,12.5,81.25,37.5,18.75,12.5,12.5,0,0,0,0,6.25,6.25,6.25,6.25,6.25,0,0,25,6.25,0,0,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,12.5,6.25,0,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,12.5,0,0,12.5,0,0,6.25,12.5,6.25,12.5,6.25,6.25,0,0,0,0,0,6.25,0,12.5,0,6.25,0,6.25,0,43.75,18.75,6.25,0,0,0,0,0,0,18.75,0,0
13,0.805899978,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Whenever I feel blue, I start breathing again",22f7d91d7d57d67a3ef249927250bad9,24370,8,1,1,99,25.77,8,25,100,50,25,25,25,0,0,0,0,0,0,0,0,25,12.5,0,25,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,25,12.5,0,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,25,0,37.5,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0
13,0.758000016,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Got the house to myself, time for a cup of tea me thinks =)",22f7d91d7d57d67a3ef249927250bad9,24410,13,99,6.21,94.81,25.77,13,0,92.31,53.85,15.38,15.38,15.38,0,0,0,0,0,15.38,23.08,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,7.69,0,0,0,7.69,0,7.69,7.69,0,7.69,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,23.08,0,7.69,0,0,0,0,0,0,0,7.69,7.69
13,0.599300027,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Blue Collar Comedey Tour 3 is like a Classic Disney movie, you can watch it over and over again and it never gets old. Jeff Foxworthy, you are the unsung hero of common sense.",23cbbe03a89344129e1a6d8419a66d23,24519,34,59.32,81.12,47.25,98.87,17,8.82,79.41,50,11.76,5.88,0,0,5.88,0,0,5.88,5.88,11.76,8.82,5.88,5.88,2.94,8.82,8.82,2.94,0,2.94,0,5.88,5.88,0,0,0,0,5.88,0,0,0,0,5.88,2.94,0,0,0,2.94,0,8.82,5.88,0,0,0,0,0,0,0,8.82,0,0,5.88,2.94,0,0,14.71,0,17.65,0,5.88,8.82,0,5.88,0,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,0,0,0,0,0,0,0,0,0
13,0.805899978,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",I'M OFF TODAY :) so very happy about this day of rest :D,23cbbe03a89344129e1a6d8419a66d23,24531,13,24.14,22.08,94.81,99,13,0,84.62,53.85,15.38,7.69,7.69,0,0,0,0,7.69,0,23.08,7.69,23.08,7.69,0,7.69,7.69,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,23.08,0,7.69,15.38,0,0,0,0,0,0,7.69,0,7.69,0,0,0,15.38,0,0,7.69,0,0,0,0,0,7.69,0,0
13,0.861000001,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Tonight sucks....but tomorrow will be better....I'm ready for anything that comes my way....,23cbbe03a89344129e1a6d8419a66d23,24536,15,3.34,1,99,99,15,20,100,53.33,26.67,13.33,13.33,0,0,0,0,13.33,0,6.67,20,0,6.67,0,33.33,6.67,6.67,0,0,0,20,13.33,6.67,0,6.67,0,0,0,0,0,0,13.33,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,0,26.67,20,26.67,6.67,6.67,13.33,0,0,0,0,0,0,6.67,6.67,0,0,0,0,86.67,80,0,0,0,0,0,0,0,6.67,0,0
13,0.930199981,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Dear friends who might look at my status updates once in awhile, I wish for you guys to have a great day and to the one's that aren't as lucky, I hope your day gets better :), with all my <3, Arialla Knight",23cbbe03a89344129e1a6d8419a66d23,24551,43,69.13,75.74,64.67,99,43,6.98,93.02,51.16,18.6,13.95,9.3,0,4.65,0,0,4.65,4.65,16.28,6.98,2.33,4.65,2.33,16.28,9.3,4.65,2.33,4.65,2.33,13.95,13.95,0,0,0,0,16.28,0,6.98,0,4.65,13.95,0,0,4.65,6.98,2.33,2.33,2.33,2.33,0,0,0,0,0,0,0,16.28,4.65,2.33,2.33,9.3,0,0,11.63,6.98,16.28,0,4.65,11.63,0,0,0,0,0,0,2.33,0,2.33,0,0,0,16.28,0,9.3,0,0,0,0,0,0,4.65,0,2.33
13,0.91869998,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Sick of the same crap...and now that I open my eyes...people can't change unless they are willing to...and sometimes you got to face the facts, it is what it is.",23cbbe03a89344129e1a6d8419a66d23,24586,33,25.19,27.23,70.57,1,33,6.06,100,63.64,24.24,12.12,6.06,0,3.03,0,3.03,12.12,6.06,12.12,9.09,3.03,9.09,3.03,18.18,9.09,3.03,3.03,0,0,9.09,0,6.06,0,3.03,0,9.09,0,0,0,0,15.15,0,3.03,0,3.03,3.03,6.06,3.03,3.03,0,0,12.12,9.09,3.03,0,0,6.06,0,0,0,6.06,0,3.03,18.18,0,12.12,3.03,3.03,6.06,0,0,0,0,0,0,3.03,3.03,0,0,0,0,36.36,30.3,3.03,0,0,0,0,0,0,3.03,0,0
13,0.522000015,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",/Not what we have But what we enjoy,23cbbe03a89344129e1a6d8419a66d23,24664,8,1,89.42,74.76,99,8,0,100,87.5,50,25,0,25,0,0,0,25,0,0,12.5,0,12.5,12.5,12.5,0,0,25,0,0,12.5,12.5,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5
13,0.758000016,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","If I am only second best to you, then you aren't worth my time.",23cbbe03a89344129e1a6d8419a66d23,24666,14,1,23.75,99,99,14,0,100,71.43,28.57,28.57,14.29,0,14.29,0,0,0,0,7.14,14.29,7.14,14.29,7.14,14.29,7.14,7.14,0,7.14,0,7.14,7.14,0,0,0,0,14.29,0,0,0,0,14.29,0,0,7.14,7.14,0,14.29,0,0,0,0,0,0,0,0,0,7.14,0,7.14,7.14,7.14,0,0,14.29,7.14,14.29,0,0,14.29,0,0,0,7.14,0,0,0,0,0,0,0,0,21.43,7.14,7.14,0,0,0,0,0,0,7.14,0,0
13,0.838,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Another awesome night with old and new friends.....,23cbbe03a89344129e1a6d8419a66d23,24695,8,72.69,89.42,99,99,8,37.5,100,37.5,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,0,0,25,0,0,0,12.5,12.5,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,37.5,0,0,37.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,62.5,62.5,0,0,0,0,0,0,0,0,0,0
13,0.878300011,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",If you don't ever do something stupid...you really never get to live....and understand the beauty of the things that are highly underated.,23cbbe03a89344129e1a6d8419a66d23,24712,24,3.8,50,23.51,25.77,24,12.5,91.67,70.83,20.83,8.33,0,0,8.33,0,0,12.5,8.33,8.33,12.5,12.5,8.33,8.33,25,4.17,0,0,0,0,8.33,4.17,4.17,0,4.17,0,8.33,0,0,0,0,25,4.17,0,4.17,8.33,8.33,8.33,4.17,4.17,0,0,4.17,0,4.17,0,0,4.17,0,0,0,4.17,0,0,25,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,37.5,33.33,0,0,0,0,0,0,0,4.17,0,0
13,0.861000001,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Never be afraid to ask questions, cuz if you don't, you will be ignorant for the rest of your life.",23cbbe03a89344129e1a6d8419a66d23,24719,20,8.69,97.69,3.37,1,20,10,95,70,15,15,0,0,15,0,0,0,5,15,20,5,10,10,25,5,0,0,0,0,10,0,10,5,0,0,20,0,0,0,0,20,5,5,5,10,5,5,0,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,20,5,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,20,5,10,0,0,0,0,0,0,5,0,0
1,0.555700004,"world_H, resolv_L, defin_H, power_H, thank_H, belong_H, sticki_H, polit_H, judg_H, tat_H","/Only in quiet waters do things mirror themselves undistorted. Only in a quiet mind is adequate perception of the world/"".- Hans Margolius""",23cbbe03a89344129e1a6d8419a66d23,24725,22,87.93,67.52,31.94,25.77,11,22.73,72.73,50,9.09,4.55,0,0,0,0,4.55,4.55,9.09,13.64,9.09,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,4.55,0,0,0,0,0,13.64,0,9.09,0,0,0,0,0,0,4.55,0,4.55,0,0,0,0,9.09,0,13.64,0,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0,31.82,9.09,0,0,0,0,0,4.55,9.09,0,0,9.09
13,0.891700029,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",good company brings about good times...and great memories to share later on :),23cbbe03a89344129e1a6d8419a66d23,24734,14,97.73,92.33,99,99,14,14.29,100,28.57,0,0,0,0,0,0,0,0,0,21.43,0,7.14,7.14,0,7.14,14.29,7.14,0,0,0,35.71,35.71,0,0,0,0,14.29,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,7.14,0,0,21.43,0,0,14.29,0,28.57,7.14,7.14,14.29,7.14,0,0,0,0,0,7.14,0,7.14,0,0,0,21.43,21.43,0,0,0,0,0,0,0,0,0,0
13,0.861000001,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Writing opens your heart to the dreams your soul aspires....,23cbbe03a89344129e1a6d8419a66d23,24750,10,93.26,99,3.37,25.77,10,20,90,40,20,20,0,0,20,0,0,0,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0
13,0.91869998,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","To the optimist, the glass is half-full. To the pessimist, the glass is half-empty. To the engineer, the glass is twice as big as it needs to be !!",246f769b5b2a8def141d5c8e3ce5ed5f,25100,30,99,50,1,1,10,10,83.33,56.67,3.33,0,0,0,0,0,0,3.33,20,20,13.33,0,6.67,0,16.67,16.67,6.67,0,10,0,6.67,0,6.67,0,0,6.67,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3.33,3.33,0,3.33,0,16.67,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6.67,10,0,0,0,6.67,6.67,0,0,0,0
13,0.758000016,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","you MIGHT fail if you try, but you will DEFINITELY fail if you don't..",246f769b5b2a8def141d5c8e3ce5ed5f,25109,14,1,99,1.06,1,14,7.14,100,78.57,28.57,28.57,0,0,28.57,0,0,0,0,0,21.43,7.14,21.43,7.14,28.57,0,0,0,0,0,21.43,7.14,14.29,0,0,14.29,28.57,0,0,0,0,42.86,0,0,14.29,28.57,7.14,21.43,0,0,0,0,0,0,0,0,0,21.43,0,21.43,14.29,0,14.29,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,7.14,0,0,0,0,0,0,7.14,0,0
13,0.861000001,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",HAPPY NEW YEAR..May Allah bless this year for the whole Ummah..,246f769b5b2a8def141d5c8e3ce5ed5f,25140,12,93.26,50,74.76,99,12,0,100,33.33,8.33,0,0,0,0,0,0,8.33,8.33,8.33,8.33,0,0,0,8.33,16.67,0,0,0,8.33,16.67,16.67,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,25,0,0,25,0,0,0,0,16.67,0,8.33,0,0,0,8.33,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
13,0.758000016,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",Don't take life so seriously... You'll never live through it.,247ba8e820c3d4e83efbada0318251f3,25236,10,1,50,3.37,1,5,20,100,70,20,10,0,0,10,0,0,10,0,10,20,30,10,20,40,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,20,0,20,0,0,10,0,0,0,10,0,0,30,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,20,0,0
13,0.838,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",insanity is doing the same thing again and again and expecting different results,2549774d68d7ccbcba069afb45c7e237,25669,13,3.62,22.08,17.46,25.77,13,30.77,92.31,61.54,7.69,0,0,0,0,0,0,7.69,7.69,0,15.38,15.38,15.38,0,15.38,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,15.38,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0.538100004,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","Dhammic Socialism expressed two basic facts. One is **bobsnewline**  that we are inevitably and inescapably social beings who must live  **bobsnewline** together in a form of society that gives priority to the ways we  **bobsnewline** inter-relate, work together, and help each other solve the problems and  **bobsnewline** dukkha of life.",2549774d68d7ccbcba069afb45c7e237,25810,51,78.71,99,1.49,5.16,25.5,27.45,74.51,37.25,11.76,3.92,0,3.92,0,0,0,7.84,5.88,7.84,5.88,0,5.88,0,11.76,1.96,0,1.96,3.92,1.96,1.96,0,1.96,0,0,0,21.57,0,0,0,0,13.73,3.92,1.96,3.92,0,5.88,1.96,0,0,0,0,5.88,0,3.92,0,1.96,17.65,11.76,3.92,1.96,0,1.96,0,11.76,0,5.88,0,5.88,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,41.18,3.92,3.92,0,0,0,0,1.96,0,0,0,31.37
13,0.758000016,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/The only people with whom you should try to get even are those who have helped you./""  ~John E. Southard""",2549774d68d7ccbcba069afb45c7e237,25826,20,15.77,99,1,25.77,10,5,90,65,25,10,0,0,10,0,0,15,5,10,15,10,0,0,30,0,0,10,0,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,5,20,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,0,0,0,0,10,0,0,15
13,0.930199981,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","åÒIn **bobsnewline**  everyone's life, at some time, our inner fire goes out. It is then  **bobsnewline** burst into flame by an encounter with another human being. We should all **bobsnewline**  be thankful for those people who rekindle the inner spirit.åÓ ~Albert  **bobsnewline** Schweitzer",2549774d68d7ccbcba069afb45c7e237,25862,43,84.1,96.84,34.47,69.6,10.75,23.26,76.74,48.84,16.28,4.65,0,4.65,0,0,0,11.63,4.65,16.28,9.3,0,2.33,0,11.63,2.33,0,2.33,0,6.98,2.33,2.33,0,0,0,0,13.95,0,0,0,0,9.3,0,0,2.33,2.33,4.65,0,2.33,0,0,2.33,2.33,0,2.33,0,0,4.65,4.65,0,0,0,0,0,6.98,2.33,20.93,2.33,13.95,4.65,0,0,0,0,2.33,0,0,0,0,0,0,0,53.49,6.98,4.65,0,0,0,0,0,0,2.33,0,39.53
13,0.838,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/Every shadow no matter how deep is threatened by morning light. /""""",25c68399f38b70d0466ae022feb4fe6a,26329,11,32.58,18.16,31.94,1,11,18.18,90.91,36.36,0,0,0,0,0,0,0,0,0,9.09,9.09,9.09,9.09,9.09,9.09,9.09,0,9.09,0,9.09,9.09,0,9.09,9.09,9.09,0,0,0,0,0,0,18.18,0,9.09,0,0,9.09,0,18.18,18.18,0,0,0,0,0,0,0,9.09,0,0,9.09,0,9.09,0,9.09,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,45.45,9.09,0,0,0,0,0,0,18.18,0,0,18.18
13,0.861000001,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",watching He's Just Not That Into You. Again. Because it's awesome..and full of quote-worthy lines...,25c68399f38b70d0466ae022feb4fe6a,26434,17,1.15,72.17,28.81,98.87,5.67,17.65,82.35,64.71,23.53,11.76,0,0,5.88,5.88,0,11.76,0,11.76,11.76,11.76,11.76,5.88,17.65,11.76,0,0,0,0,5.88,5.88,0,0,0,0,11.76,0,0,0,5.88,11.76,0,5.88,0,0,0,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,17.65,0,11.76,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,58.82,41.18,0,0,0,0,0,5.88,0,11.76,0,0
13,0.805899978,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H","/Insanity: doing the same thing over and over again and expecting different results./""?""",25c68399f38b70d0466ae022feb4fe6a,26447,13,65.46,22.08,63.54,25.77,13,30.77,92.31,61.54,7.69,0,0,0,0,0,0,7.69,7.69,15.38,7.69,7.69,15.38,0,7.69,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,7.69,23.08,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,53.85,7.69,0,7.69,0,7.69,0,0,15.38,0,0,15.38
13,0.934899986,"love_H, life_H, go_H, know_H, day_H, make_H, thing_H, time_H, feel_H, peopl_H",is tired of mistaking indifference for armor...but I'm addicted to the feel of my heart racing while at the same time feeling relaxed. God has a funny sense of humor...,25c68399f38b70d0466ae022feb4fe6a,26457,31,97.44,16.66,78.86,99,15.5,16.13,90.32,48.39,6.45,6.45,6.45,0,0,0,0,0,9.68,19.35,9.68,0,6.45,0,16.13,9.68,3.23,0,0,0,12.9,9.68,3.23,0,0,0,0,0,0,0,0,16.13,9.68,0,3.23,0,0,3.23,9.68,0,0,6.45,9.68,3.23,6.45,0,0,3.23,0,0,3.23,0,0,0,12.9,0,9.68,0,3.23,6.45,0,3.23,0,0,3.23,0,0,0,0,0,0,0,25.81,22.58,0,0,0,0,0,0,0,3.23,0,0
